0.0 -0.065 -0.065 -0.065 -0.065 -0.0430089 -0.0635687 -0.06853321 -0.034001887
0.0005 -0.06385477 -0.064976 -0.06413487 -0.0541846 -0.049285986 -0.06936322 -0.09020028 -0.03397724
0.001 -0.06090602 -0.06484382 -0.06237032 -0.04319322 -0.052432828 -0.06856676 -0.09573803 -0.02526327
0.0015 -0.05813913 -0.06462178 -0.06094678 -0.03496719 -0.053832773 -0.06704569 -0.09492246 -0.014827203
0.002 -0.05592834 -0.06434457 -0.05985744 -0.02795326 -0.054356683 -0.06621941 -0.09194461 -0.0051647704
0.0025 -0.05411049 -0.06403192 -0.05892484 -0.02149987 -0.054331638 -0.06598525 -0.0883677 0.0032765418
0.003 -0.05250628 -0.06369304 -0.05803693 -0.01539797 -0.05387025 -0.066016085 -0.08473305 0.010643683
0.0035 -0.05100566 -0.06333194 -0.05713991 -0.009577395 -0.053045757 -0.06607858 -0.081236474 0.017150624
0.004 -0.04955155 -0.06295038 -0.05621044 -0.004008022 -0.051914595 -0.066046655 -0.077946864 0.022968
0.0045 -0.04811649 -0.06254912 -0.05523889 0.001328417 -0.05053059 -0.06586896 -0.074879035 0.028221944
0.005 -0.04668781 -0.06212847 -0.05422435 0.00644603 -0.048944816 -0.06553616 -0.07202225 0.033007354
0.0055 -0.04526282 -0.06168981 -0.05319412 0.01134172 -0.04720409 -0.06505959 -0.06935398 0.03739813
0.006 -0.04384197 -0.06123368 -0.0521193 0.0160289 -0.045349326 -0.064458966 -0.066847116 0.041453734
0.0065 -0.04242355 -0.06075772 -0.05098746 0.02051769 -0.043415096 -0.063755944 -0.06447431 0.045222476
0.007 -0.04100623 -0.06026254 -0.04979817 0.02483024 -0.041429542 -0.06297088 -0.062210202 0.048743926
0.0075 -0.03958672 -0.05974892 -0.04855249 0.0289862 -0.03941505 -0.062121496 -0.060032405 0.052050635
0.008 -0.03816412 -0.0592161 -0.04725342 0.03298762 -0.037389003 -0.06122262 -0.057921737 0.055169545
0.0085 -0.03674186 -0.05866336 -0.04590554 0.03683333 -0.03536465 -0.060286146 -0.05586213 0.058122844
0.009 -0.03532155 -0.05809033 -0.04451132 0.04053472 -0.033351794 -0.059321508 -0.053840242 0.060929067
0.0095 -0.03390612 -0.05749594 -0.04307405 0.04409953 -0.031356126 -0.058338962 -0.051839598 0.06360987
0.01 -0.03249258 -0.05688374 -0.04159113 0.04754657 -0.03872868 -0.06981747 -0.05774705 0.0749881
0.0105 -0.03222019 -0.0562784 -0.04089521 0.04009106 -0.030821793 -0.057211287 -0.05751776 0.07284008
0.011 -0.03373698 -0.05575957 -0.04096825 0.03238221 -0.025841463 -0.055927828 -0.054892458 0.064883485
0.0115 -0.03507118 -0.05530779 -0.04059253 0.02732741 -0.020537503 -0.053528585 -0.055136293 0.05381585
0.012 -0.03585724 -0.05488785 -0.03978927 0.02337412 -0.016155094 -0.05081129 -0.05534327 0.04350768
0.0125 -0.0362595 -0.0544794 -0.03874054 0.01987881 -0.012899343 -0.048190128 -0.05505708 0.03466528
0.013 -0.03645633 -0.05407246 -0.03755982 0.01663912 -0.010636354 -0.045841087 -0.0542664 0.027323546
0.0135 -0.03655694 -0.05366225 -0.03630145 0.01359013 -0.009171195 -0.04381187 -0.053070955 0.02129714
0.014 -0.03661798 -0.05324633 -0.03498916 0.01070618 -0.008323379 -0.04208981 -0.05158093 0.016352626
0.0145 -0.03666681 -0.05282333 -0.03363298 0.007973053 -0.007944688 -0.040636946 -0.04988882 0.012271026
0.015 -0.03671615 -0.05239239 -0.03223716 0.005380258 -0.007919151 -0.039408173 -0.04806406 0.008866968
