1.930805802345275879e+00 1.196038007736206055e+00
1.424929022789001465e+00 9.679611921310424805e-01
1.157804965972900391e+00 8.176643252372741699e-01
9.753206968307495117e-01 7.033035159111022949e-01
8.243671655654907227e-01 6.524801254272460938e-01
7.356514334678649902e-01 6.337504386901855469e-01
6.785282492637634277e-01 6.036930084228515625e-01
6.249717473983764648e-01 5.753530263900756836e-01
5.783001184463500977e-01 5.321329236030578613e-01
5.328550934791564941e-01 4.924976229667663574e-01
4.814245104789733887e-01 4.785953462123870850e-01
4.566897451877593994e-01 4.573181271553039551e-01
4.208301007747650146e-01 4.252700209617614746e-01
3.945340514183044434e-01 3.892525732517242432e-01
3.594519793987274170e-01 3.650532662868499756e-01
3.322733342647552490e-01 3.175281286239624023e-01
3.077118992805480957e-01 2.958819270133972168e-01
2.961780130863189697e-01 2.756501436233520508e-01
2.727652490139007568e-01 2.665207982063293457e-01
2.601652443408966064e-01 2.853201925754547119e-01
2.628589570522308350e-01 2.632011473178863525e-01
2.444629967212677002e-01 2.547649443149566650e-01
2.407337129116058350e-01 2.611344456672668457e-01
2.376494407653808594e-01 2.689434885978698730e-01
2.378267794847488403e-01 2.496805489063262939e-01
2.188650071620941162e-01 2.482874095439910889e-01
2.147807776927947998e-01 2.453722655773162842e-01
2.116992175579071045e-01 2.384590804576873779e-01
2.074327021837234497e-01 2.354243099689483643e-01
2.046749144792556763e-01 2.269829511642456055e-01
1.964939832687377930e-01 2.189178913831710815e-01
1.891195327043533325e-01 2.180313169956207275e-01
1.883683651685714722e-01 2.127836644649505615e-01
1.823805272579193115e-01 2.084339112043380737e-01
1.772471368312835693e-01 2.076086550951004028e-01
1.747123748064041138e-01 2.030282765626907349e-01
1.694642305374145508e-01 1.988629698753356934e-01
1.640976965427398682e-01 1.962754577398300171e-01
1.604990065097808838e-01 1.942854672670364380e-01
1.562080681324005127e-01 2.070105820894241333e-01
1.758818030357360840e-01 1.946833580732345581e-01
1.579151004552841187e-01 1.945384591817855835e-01
1.517446935176849365e-01 1.987274885177612305e-01
1.519122868776321411e-01 1.978961080312728882e-01
1.494836062192916870e-01 1.955495923757553101e-01
1.451294571161270142e-01 1.934549957513809204e-01
1.403719633817672729e-01 1.912291646003723145e-01
1.361013948917388916e-01 1.914861649274826050e-01
1.348234564065933228e-01 1.918255090713500977e-01
1.344705969095230103e-01 1.900255531072616577e-01
1.323096752166748047e-01 1.861840337514877319e-01
1.342043876647949219e-01 1.923394799232482910e-01
1.386702060699462891e-01 1.990836709737777710e-01
1.470106989145278931e-01 2.034095227718353271e-01
1.499997824430465698e-01 2.033461630344390869e-01
1.475536078214645386e-01 2.017697840929031372e-01
1.436753123998641968e-01 1.995189785957336426e-01
1.420900523662567139e-01 1.957130134105682373e-01
1.423074603080749512e-01 1.925389170646667480e-01
1.423502415418624878e-01 1.885076463222503662e-01
1.410601288080215454e-01 1.887617111206054688e-01
1.383419483900070190e-01 1.886400431394577026e-01
1.370971947908401489e-01 1.880862861871719360e-01
1.349117904901504517e-01 1.864930093288421631e-01
1.324007213115692139e-01 1.890777945518493652e-01
1.306572556495666504e-01 1.915854662656784058e-01
1.405342221260070801e-01 1.890039891004562378e-01
1.312612444162368774e-01 2.074483931064605713e-01
1.407847404479980469e-01 2.017579525709152222e-01
1.389859020709991455e-01 1.853427290916442871e-01
1.317371726036071777e-01 1.868972927331924438e-01
1.339820921421051025e-01 1.828598976135253906e-01
1.268350034952163696e-01 1.785424798727035522e-01
1.221979707479476929e-01 1.804451048374176025e-01
1.283087730407714844e-01 1.804021894931793213e-01
1.279569119215011597e-01 1.808864474296569824e-01
1.243745833635330200e-01 1.742192953824996948e-01
1.225855723023414612e-01 1.713131666183471680e-01
1.214166656136512756e-01 1.801173537969589233e-01
1.210212856531143188e-01 1.946934610605239868e-01
1.241552084684371948e-01 1.868555843830108643e-01
1.197675913572311401e-01 1.744346618652343750e-01
1.158303245902061462e-01 1.701606661081314087e-01
1.150607094168663025e-01 1.670697033405303955e-01
1.137812957167625427e-01 1.689415872097015381e-01
1.134283915162086487e-01 1.707139015197753906e-01
1.117877736687660217e-01 1.723798960447311401e-01
1.093912497162818909e-01 1.739079654216766357e-01
1.112979874014854431e-01 1.758506447076797485e-01
1.054127588868141174e-01 1.743435412645339966e-01
1.054337248206138611e-01 1.739683449268341064e-01
1.036130934953689575e-01 1.759892404079437256e-01
1.038451418280601501e-01 1.745982021093368530e-01
1.017174497246742249e-01 1.709790378808975220e-01
9.731303155422210693e-02 1.703385114669799805e-01
9.683807939291000366e-02 1.716648042201995850e-01
9.761095046997070312e-02 1.747194081544876099e-01
9.406564384698867798e-02 1.816942691802978516e-01
9.561056643724441528e-02 1.821310520172119141e-01
9.153262525796890259e-02 1.788886934518814087e-01
9.021937847137451172e-02 1.800342649221420288e-01
9.147351980209350586e-02 1.816294491291046143e-01
9.176126122474670410e-02 1.836265027523040771e-01
9.405095875263214111e-02 1.806262731552124023e-01
9.066966176033020020e-02 1.805228143930435181e-01
9.086045622825622559e-02 1.816868335008621216e-01
8.880992978811264038e-02 1.827579736709594727e-01
8.941535651683807373e-02 1.936736404895782471e-01
9.354318678379058838e-02 1.828180104494094849e-01
8.930512517690658569e-02 1.756848096847534180e-01
8.654272556304931641e-02 1.742709130048751831e-01
8.524703234434127808e-02 1.729075759649276733e-01
9.552251547574996948e-02 1.737663000822067261e-01
8.909219503402709961e-02 1.749736219644546509e-01
9.654376655817031860e-02 1.744061857461929321e-01
9.989582002162933350e-02 1.742317825555801392e-01
1.000295653939247131e-01 1.782627254724502563e-01
9.703504294157028198e-02 1.764924228191375732e-01
9.332282841205596924e-02 1.729241907596588135e-01
9.467991441488265991e-02 1.746944487094879150e-01
9.467484056949615479e-02 1.705134510993957520e-01
9.253594279289245605e-02 1.644714027643203735e-01
8.991222828626632690e-02 1.614779084920883179e-01
8.674924820661544800e-02 1.619933694601058960e-01
8.630514144897460938e-02 1.582444310188293457e-01
8.574945479631423950e-02 1.567581593990325928e-01
8.496243506669998169e-02 1.565051823854446411e-01
8.409724384546279907e-02 1.546678096055984497e-01
8.316522091627120972e-02 1.536416113376617432e-01
8.276758342981338501e-02 1.543643474578857422e-01
8.153378218412399292e-02 1.536213308572769165e-01
8.059082925319671631e-02 1.522893160581588745e-01
7.885883003473281860e-02 1.521721482276916504e-01
7.864782959222793579e-02 1.522695571184158325e-01
7.798220962285995483e-02 1.510130465030670166e-01
7.661642879247665405e-02 1.489824950695037842e-01
7.556293904781341553e-02 1.471776962280273438e-01
7.503607869148254395e-02 1.470502465963363647e-01
7.412225753068923950e-02 1.483815610408782959e-01
7.323446869850158691e-02 1.495167911052703857e-01
7.216411828994750977e-02 1.492315977811813354e-01
7.133289426565170288e-02 1.488083899021148682e-01
7.072951644659042358e-02 1.483687609434127808e-01
6.962746381759643555e-02 1.479165256023406982e-01
6.852326542139053345e-02 1.479787081480026245e-01
6.783758848905563354e-02 1.470608264207839966e-01
6.684115529060363770e-02 1.465867906808853149e-01
6.585596501827239990e-02 1.469270884990692139e-01
6.507765501737594604e-02 1.472133398056030273e-01
6.384423375129699707e-02 1.481010317802429199e-01
6.265354156494140625e-02 1.479817777872085571e-01
6.139368936419487000e-02 1.468760669231414795e-01
5.993731692433357239e-02 1.462408900260925293e-01
5.882881954312324524e-02 1.455644965171813965e-01
5.762553960084915161e-02 1.459536701440811157e-01
5.640723183751106262e-02 1.476521492004394531e-01
5.582131072878837585e-02 1.479886919260025024e-01
5.500163510441780090e-02 1.484715789556503296e-01
5.489754676818847656e-02 1.472393572330474854e-01
5.569631978869438171e-02 1.498323082923889160e-01
5.710374191403388977e-02 1.469995826482772827e-01
5.458502843976020813e-02 1.473574340343475342e-01
5.271461606025695801e-02 1.481781899929046631e-01
5.335657671093940735e-02 1.458761990070343018e-01
5.338211730122566223e-02 1.488637924194335938e-01
5.318008735775947571e-02 1.474624723196029663e-01
5.174828320741653442e-02 1.493772715330123901e-01
5.153351277112960815e-02 1.531122624874114990e-01
5.264576151967048645e-02 1.497299075126647949e-01
5.149590969085693359e-02 1.502105593681335449e-01
5.051428824663162231e-02 1.489631533622741699e-01
4.976279288530349731e-02 1.488525718450546265e-01
4.949845373630523682e-02 1.500203460454940796e-01
5.052093416452407837e-02 1.469895243644714355e-01
5.101771280169487000e-02 1.475578248500823975e-01
5.186796933412551880e-02 1.456662118434906006e-01
4.896684736013412476e-02 1.461397707462310791e-01
4.809244349598884583e-02 1.475207358598709106e-01
5.079691484570503235e-02 1.486242413520812988e-01
5.572346597909927368e-02 1.442482769489288330e-01
4.969080165028572083e-02 1.453053206205368042e-01
4.862133041024208069e-02 1.435694098472595215e-01
4.648146033287048340e-02 1.412665694952011108e-01
4.584629461169242859e-02 1.426178216934204102e-01
4.660589247941970825e-02 1.504878252744674683e-01
5.423486977815628052e-02 1.449998766183853149e-01
4.867288842797279358e-02 1.473020166158676147e-01
5.283845588564872742e-02 1.439363956451416016e-01
4.863172769546508789e-02 1.421171426773071289e-01
5.200322717428207397e-02 1.442772299051284790e-01
5.871577933430671692e-02 1.415580362081527710e-01
5.073059350252151489e-02 1.437315642833709717e-01
5.781679600477218628e-02 1.416631042957305908e-01
4.841875284910202026e-02 1.429385393857955933e-01
5.425735190510749817e-02 1.701217144727706909e-01
1.014282554388046265e-01 1.677335798740386963e-01
1.008714213967323303e-01 1.708185076713562012e-01
9.947446733713150024e-02 1.735925972461700439e-01
9.583073109388351440e-02 1.766103804111480713e-01
9.164188802242279053e-02 1.796550452709197998e-01
9.114172309637069702e-02 1.700142323970794678e-01
7.944697886705398560e-02 1.585130393505096436e-01
7.380518317222595215e-02 1.581027358770370483e-01
7.598354667425155640e-02 1.497968882322311401e-01
7.016355544328689575e-02 1.456979364156723022e-01
6.789574772119522095e-02 1.475192159414291382e-01
6.736303120851516724e-02 1.460678577423095703e-01
6.498380750417709351e-02 1.407962292432785034e-01
6.032233685255050659e-02 1.394983977079391479e-01
6.345088034868240356e-02 1.384485512971878052e-01
5.888182669878005981e-02 1.369523406028747559e-01
5.744886398315429688e-02 1.364773511886596680e-01
5.566279217600822449e-02 1.342456936836242676e-01
5.445089936256408691e-02 1.379385441541671753e-01
8.640819787979125977e-02 1.414043605327606201e-01
9.460505843162536621e-02 1.458058059215545654e-01
8.666525036096572876e-02 1.465447247028350830e-01
8.336009830236434937e-02 1.489495784044265747e-01
8.236795663833618164e-02 1.454045176506042480e-01
7.760377973318099976e-02 1.479707360267639160e-01
7.946516573429107666e-02 1.464191973209381104e-01
7.651663571596145630e-02 1.484164446592330933e-01
7.509900629520416260e-02 1.491145491600036621e-01
7.470895349979400635e-02 1.454093754291534424e-01
7.187809795141220093e-02 1.453625112771987915e-01
7.353192567825317383e-02 1.438285857439041138e-01
6.956037133932113647e-02 1.414709091186523438e-01
6.541188806295394897e-02 1.411546170711517334e-01
