0 0.0 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 4.8 4.8 0.0 0.0 0.0 0.0
20 0.001 -0.06488418 -0.06436414 -0.06428052 -0.0647653 -0.06444458 -0.06499999 4.8 4.8 0.04800000000000001 0.0 0.04800000000000001 0.0
40 0.002 -0.06469749 -0.06345558 -0.06306319 -0.06450795 -0.06163089 -0.06499952 4.8 4.8 0.09600000000000003 0.0 0.09600000000000003 0.0
60 0.003 -0.06453892 -0.06298294 -0.06158424 -0.06404266 -0.05574416 -0.06499653 4.8 4.8 0.14639999999999986 0.0 0.14639999999999986 0.0
80 0.004 -0.06440134 -0.06284438 -0.05996695 -0.06370355 -0.04655709 -0.06498628 4.8 4.8 0.19439999999999968 0.0 0.19439999999999968 0.0
100 0.005 -0.06429327 -0.06292549 -0.05897394 -0.0636711 -0.03411461 -0.06496116 4.8 4.8 0.24239999999999953 0.0 0.24239999999999953 0.0
120 0.006 -0.06421728 -0.06312164 -0.05858212 -0.06374504 -0.01853469 -0.06491125 4.8 4.8 0.2903999999999993 0.0 0.2903999999999993 0.0
140 0.007 -0.06416986 -0.06335474 -0.05860442 -0.06383653 4.629279e-05 -0.06482495 4.8 4.8 0.3383999999999992 0.0 0.3383999999999992 0.0
160 0.008 -0.06414529 -0.06357785 -0.05887281 -0.06390521 0.02149439 -0.06467022 4.8 4.8 0.386399999999999 0.0 0.386399999999999 0.0
180 0.009 -0.06413769 -0.06376527 -0.05926858 -0.06395741 0.04566958 -0.06439881 4.8 4.8 0.4343999999999997 0.0 0.4343999999999997 0.0
200 0.01 -0.06414251 -0.06391145 -0.0597177 -0.06400424 0.07238251 -0.06403273 4.8 4.8 0.48000000000000037 0.0 0.48000000000000037 0.0
220 0.011 -0.06415611 -0.06401986 -0.06017612 -0.06404518 0.1014541 -0.06359252 4.8 4.8 0.528000000000001 0.0 0.528000000000001 0.0
240 0.012 -0.0641755 -0.06408736 -0.06061853 -0.0640684 0.1323874 -0.06307918 4.8 4.8 0.5760000000000016 0.0 0.5760000000000016 0.0
260 0.013 -0.0641982 -0.06410598 -0.06103073 -0.06408326 0.1652474 -0.06248079 4.8 4.8 0.6240000000000023 0.0 0.6240000000000023 0.0
280 0.014 -0.06422282 -0.06410335 -0.06140766 -0.06410118 0.2002538 -0.06178148 4.8 4.8 0.672000000000003 0.0 0.672000000000003 0.0
300 0.015 -0.06424837 -0.06409455 -0.06174843 -0.06412024 0.2372493 -0.06096623 4.8 4.8 0.7200000000000037 0.0 0.7200000000000037 0.0
320 0.016 -0.06427404 -0.06408165 -0.06205425 -0.06413911 0.2760212 -0.06002209 4.8 4.8 0.7680000000000043 0.0 0.7680000000000043 0.0
