0 0.0 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 0.0 0.0 0.0 0.0 0.0 0.0
10 0.0005 -0.065 -0.065 -0.065 -0.065 -0.06491308 -0.065 -0.06499742 -0.065 -0.065 -0.065 -0.065 -0.065 0.0 0.026399999999999996 0.026399999999999996 0.0 0.026399999999999996 0.026399999999999996
20 0.001 -0.065 -0.065 -0.065 -0.065 -0.06444476 -0.06499999 -0.0649668 -0.065 -0.065 -0.065 -0.065 -0.065 0.0 0.04800000000000001 0.04800000000000001 0.0 0.04800000000000001 0.04800000000000001
30 0.0015 -0.065 -0.065 -0.065 -0.065 -0.06339162 -0.06499992 -0.06485993 -0.065 -0.06499998 -0.065 -0.06499999 -0.06499999 0.0 0.07200000000000002 0.07200000000000002 0.0 0.07200000000000002 0.07200000000000002
40 0.002 -0.065 -0.06499999 -0.065 -0.065 -0.0616327 -0.06499962 -0.06462194 -0.06499997 -0.06499992 -0.06499998 -0.06499997 -0.06499996 0.0 0.09600000000000003 0.09600000000000003 0.0 0.09600000000000003 0.09600000000000003
50 0.0025 -0.06499705 -0.06489258 -0.06474966 -0.06482464 -0.05909868 -0.06499765 -0.06419975 -0.06499986 -0.06499956 -0.06499982 -0.06499985 -0.06499981 0.0 0.12239999999999995 0.12239999999999995 0.0 0.12239999999999995 0.12239999999999995
60 0.003 -0.06492594 -0.06447668 -0.06381107 -0.0643113 -0.05574957 -0.06498943 -0.06354587 -0.06499919 -0.06499642 -0.06499864 -0.06499825 -0.06499787 0.0 0.14639999999999986 0.14639999999999986 0.0 0.14639999999999986 0.14639999999999986
70 0.0035 -0.0648085 -0.06392401 -0.06257977 -0.06385853 -0.05157128 -0.06497375 -0.06261989 -0.06499719 -0.0649884 -0.06499594 -0.06499293 -0.06499204 0.0 0.17039999999999977 0.17039999999999977 0.0 0.17039999999999977 0.17039999999999977
80 0.004 -0.06467674 -0.06341659 -0.06138729 -0.06358275 -0.04656737 -0.06495109 -0.06138941 -0.06499317 -0.06497661 -0.0649919 -0.06498433 -0.06498307 0.0 0.19439999999999968 0.19439999999999968 0.0 0.19439999999999968 0.19439999999999968
90 0.0045 -0.06454784 -0.06302703 -0.06037546 -0.06344943 -0.04074887 -0.06492224 -0.05982966 -0.06498663 -0.06496292 -0.06498692 -0.06497395 -0.0649726 0.0 0.2183999999999996 0.2183999999999996 0.0 0.2183999999999996 0.2183999999999996
100 0.005 -0.06443052 -0.06276943 -0.05958618 -0.06340792 -0.03412996 -0.06488769 -0.05792238 -0.06497718 -0.06494879 -0.06498142 -0.06496311 -0.06496193 0.0 0.24239999999999953 0.24239999999999953 0.0 0.24239999999999953 0.24239999999999953
110 0.0055 -0.06432849 -0.06263079 -0.05901353 -0.06341966 -0.02672631 -0.06484744 -0.05565463 -0.06496454 -0.06493505 -0.06497573 -0.06495266 -0.06495183 0.0 0.2663999999999994 0.2663999999999994 0.0 0.2663999999999994 0.2663999999999994
120 0.006 -0.06424265 -0.06258815 -0.05863158 -0.06345962 -0.01855455 -0.06480098 -0.05301783 -0.06494843 -0.06492201 -0.06497004 -0.06494298 -0.06494261 0.0 0.2903999999999993 0.2903999999999993 0.0 0.2903999999999993 0.2903999999999993
130 0.0065 -0.06417238 -0.06261721 -0.05840838 -0.06351264 -0.009632089 -0.06474736 -0.05000685 -0.06492851 -0.06490963 -0.06496446 -0.06493415 -0.0649343 0.0 0.3143999999999993 0.3143999999999993 0.0 0.3143999999999993 0.3143999999999993
140 0.007 -0.06411637 -0.06269613 -0.05831257 -0.06356999 2.288789e-05 -0.06468532 -0.0466194 -0.06490435 -0.06489766 -0.06495901 -0.06492607 -0.06492676 0.0 0.3383999999999992 0.3383999999999992 0.0 0.3383999999999992 0.3383999999999992
150 0.0075 -0.06407298 -0.06280679 -0.05831612 -0.06362313 0.01039386 -0.06461053 -0.04285258 -0.0647465 -0.06488528 -0.06495348 -0.06491421 -0.06491899 0.0 0.3623999999999991 0.3623999999999991 0.0 0.3623999999999991 0.3623999999999991
160 0.008 -0.06404044 -0.06293422 -0.05839492 -0.06366726 0.0214685 -0.06451023 -0.03869684 -0.06440592 -0.06486829 -0.06494667 -0.06489043 -0.06490562 0.0 0.386399999999999 0.386399999999999 0.0 0.386399999999999 0.386399999999999
170 0.0085 -0.06401717 -0.06306751 -0.05852938 -0.06370817 0.03322602 -0.06438136 -0.03415691 -0.06403691 -0.06484597 -0.06493812 -0.06486433 -0.06488748 0.0 0.4103999999999994 0.4103999999999994 0.0 0.4103999999999994 0.4103999999999994
180 0.009 -0.06400175 -0.06319932 -0.05870388 -0.06374686 0.04564218 -0.06422677 -0.02924476 -0.0637069 -0.06482062 -0.06492838 -0.06484078 -0.06486805 0.0 0.4343999999999997 0.4343999999999997 0.0 0.4343999999999997 0.4343999999999997
190 0.0095 -0.06399294 -0.06332494 -0.05890608 -0.06378317 0.05869269 -0.0640504 -0.02397271 -0.06343784 -0.06479419 -0.06491808 -0.06482077 -0.06484939 0.0 0.456 0.456 0.0 0.456 0.456
