0 0.0 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 0.0 1.4 0.0 2.3
10 0.0005 -0.06493481 -0.05711762 -0.06498531 -0.06485201 -0.05510713 -0.05794461 -0.06206886 -0.04349254 -0.06464294 -0.06499096 -0.06496874 -0.06215297 -0.05136593 -0.05152285 -0.05998911 -0.06152754 0.0 1.4 0.0 2.3
20 0.001 -0.0647543 -0.04973512 -0.06492073 -0.06451464 -0.04302605 -0.05357186 -0.0580223 -0.03093802 -0.06348697 -0.06493537 -0.06487119 -0.05910434 -0.0356633 -0.03560359 -0.05487664 -0.0575024 0.0 1.4 0.0 2.3
30 0.0015 -0.06451593 -0.04302818 -0.06481748 -0.06419053 -0.03503592 -0.05026989 -0.05400406 -0.0248324 -0.06177467 -0.06482484 -0.06474893 -0.05713229 -0.02250581 -0.02463701 -0.05090392 -0.05402755 0.0 1.4 0.0 2.3
40 0.002 -0.06423709 -0.03662667 -0.06468021 -0.06388123 -0.02980618 -0.04723867 -0.05013494 -0.02051634 -0.05969973 -0.0646615 -0.06460442 -0.05551649 -0.01114604 -0.01733464 -0.04738336 -0.05107222 0.0 1.4 0.0 2.3
50 0.0025 -0.06392289 -0.03046092 -0.06450991 -0.0635723 -0.02597366 -0.04430678 -0.04643525 -0.01676809 -0.05737494 -0.06444789 -0.06443586 -0.05399611 -0.0007025017 -0.01214926 -0.04405546 -0.04853096 0.0 1.4 0.0 2.3
60 0.003 -0.06357496 -0.0245152 -0.06430698 -0.06325781 -0.02280461 -0.04143129 -0.04290512 -0.0132128 -0.05486423 -0.06418636 -0.06424175 -0.0524877 0.009305862 -0.008120674 -0.0408429 -0.0463104 0.0 1.4 0.0 2.3
70 0.0035 -0.06319532 -0.01878593 -0.06407329 -0.06293594 -0.01996041 -0.03859982 -0.039541 -0.009767763 -0.05220833 -0.0638792 -0.06402153 -0.05098047 0.0191286 -0.004732028 -0.0377224 -0.04433957 0.0 1.4 0.0 2.3
80 0.004 -0.0627849 -0.01326004 -0.06381024 -0.06260582 -0.01727921 -0.03579994 -0.03633375 -0.006383006 -0.04943358 -0.06352874 -0.06377566 -0.0494947 0.02888818 -0.001697051 -0.0346839 -0.04256064 0.0 1.4 0.0 2.3
90 0.0045 -0.06234431 -0.007927337 -0.06351897 -0.06226685 -0.01468466 -0.03302705 -0.03327357 -0.003021921 -0.04655842 -0.06313729 -0.06350438 -0.04801858 0.03863671 0.001136199 -0.03172192 -0.04093029 0.0 1.4 0.0 2.3
100 0.005 -0.06187266 -0.00278356 -0.06319958 -0.06191841 -0.01214764 -0.03026109 -0.03035328 0.0003186962 -0.04359692 -0.06270711 -0.06320588 -0.04634954 0.04832115 0.00383636 -0.02883387 -0.03941859 0.0 1.4 0.0 2.3
110 0.0055 -0.0613697 0.002170735 -0.06285204 -0.06156051 -0.009670258 -0.02753692 -0.02756918 0.003612831 -0.04056508 -0.06224014 -0.06287978 -0.04474439 0.05779768 0.006420506 -0.02602328 -0.03800324 0.0 1.4 0.0 2.3
120 0.006 -0.06083943 0.006951028 -0.06247915 -0.06119354 -0.007235428 -0.02484652 -0.02490233 0.006878217 -0.03748491 -0.06173873 -0.06253082 -0.04326225 0.06716694 0.00892734 -0.02328642 -0.03665902 0.0 1.4 0.0 2.3
130 0.0065 -0.06028185 0.01156984 -0.06208221 -0.06081727 -0.004825087 -0.02218298 -0.02232971 0.01015056 -0.03436147 -0.06120507 -0.06215898 -0.04180763 0.07662958 0.01138648 -0.02061419 -0.03535909 0.0 1.4 0.0 2.3
140 0.007 -0.05969838 0.0160359 -0.06166227 -0.06043149 -0.002432666 -0.01954457 -0.01985658 0.01343218 -0.03119534 -0.06064108 -0.0617641 -0.0403552 0.08619641 0.01380977 -0.018002 -0.0340714 0.0 1.4 0.0 2.3
150 0.0075 -0.05909107 0.02035619 -0.06122028 -0.06003612 -5.817373e-05 -0.01693123 -0.01748144 0.01671573 -0.02798804 -0.06004845 -0.06134618 -0.03889493 0.09582962 0.01619903 -0.01544747 -0.03282095 0.0 1.4 0.0 2.3
160 0.008 -0.05842439 0.02453119 -0.06075607 -0.05963131 0.002287346 -0.01434892 -0.01519634 0.01997451 -0.02474139 -0.05942875 -0.0609053 -0.03742164 0.1054865 0.01854042 -0.01295391 -0.03160214 0.0 1.4 0.0 2.3
170 0.0085 -0.0577011 0.02856804 -0.06027075 -0.05921728 0.00460113 -0.01179434 -0.01299504 0.02321714 -0.02146025 -0.05878347 -0.06044173 -0.03593945 0.115132 0.02083181 -0.0105188 -0.03041436 0.0 1.4 0.0 2.3
180 0.009 -0.05696022 0.03247601 -0.05976586 -0.05879401 0.006892749 -0.009264628 -0.01087972 0.02645396 -0.01815092 -0.05811402 -0.05995593 -0.03444961 0.1247415 0.02308584 -0.008136059 -0.02927354 0.0 1.4 0.0 2.3
