0 0.0 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 1.4 1.4 0.0 0.0
10 0.0005 -0.06498479 -0.06498635 -0.06499179 -0.06475965 -0.06497798 -0.06499239 -0.0649999 -0.06360841 -0.05428989 -0.05319677 0.2203932 -0.05390884 -0.05192283 -0.06499877 -0.06486425 -0.06499967 1.4 1.4 0.0 0.0
20 0.001 -0.06493576 -0.0649465 -0.06496118 -0.0639987 -0.06488158 -0.06497371 -0.06499884 -0.06157283 -0.03778811 -0.03508177 0.3341681 -0.04722427 -0.03703755 -0.06498723 -0.06464734 -0.06499672 1.4 1.4 0.0 0.0
30 0.0015 -0.06486672 -0.06489464 -0.06491561 -0.06281417 -0.06475591 -0.06495287 -0.06499633 -0.05986158 -0.01864253 -0.01460149 0.4216505 -0.04218219 -0.02407513 -0.06496454 -0.0644337 -0.06499035 1.4 1.4 0.0 0.0
40 0.002 -0.06478059 -0.06483162 -0.06485669 -0.06124923 -0.06462464 -0.06492951 -0.06499228 -0.05832322 0.001932679 0.006990719 0.4977067 -0.0377283 -0.01244413 -0.06493435 -0.06421317 -0.06498055 1.4 1.4 0.0 0.0
50 0.0025 -0.06467485 -0.06475424 -0.06478283 -0.05927045 -0.06448889 -0.06490121 -0.06498655 -0.05671361 0.02328854 0.02914694 0.5680333 -0.03338755 -0.001463937 -0.06489862 -0.06397945 -0.06496727 1.4 1.4 0.0 0.0
60 0.003 -0.06454883 -0.06466134 -0.06469248 -0.05697187 -0.06434606 -0.06486712 -0.06497881 -0.05509995 0.04502311 0.05160472 0.6349226 -0.02917223 0.009223079 -0.06485637 -0.06373021 -0.06495009 1.4 1.4 0.0 0.0
70 0.0035 -0.06440709 -0.06455516 -0.06458824 -0.05439669 -0.0641911 -0.0648276 -0.06496834 -0.0534851 0.06694057 0.07421854 0.6993238 -0.02502702 0.01980536 -0.0648029 -0.06346146 -0.06492829 1.4 1.4 0.0 0.0
80 0.004 -0.06425178 -0.06443831 -0.06447143 -0.05156474 -0.06403058 -0.06478512 -0.06495526 -0.05194014 0.08893947 0.09689643 0.7616521 -0.02094924 0.03037235 -0.06474248 -0.06317899 -0.06490225 1.4 1.4 0.0 0.0
90 0.0045 -0.06408399 -0.06431208 -0.06434279 -0.048493 -0.06386835 -0.0647401 -0.06493978 -0.0504136 0.1109543 0.1195729 0.8221092 -0.01690945 0.04096151 -0.06467999 -0.06288685 -0.0648725 1.4 1.4 0.0 0.0
