0.000000e+00	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	
5.000000e-05	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	1.291542e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	
1.000000e-04	-6.500000e-02	-6.461848e-02	-6.500000e-02	-6.500000e-02	-6.500000e-02	-6.416092e-02	-6.500000e-02	-6.314282e-02	-6.409997e-02	-6.408594e-02	5.922674e-02	-6.373982e-02	-6.500000e-02	-6.412097e-02	-6.425254e-02	-6.500000e-02	
1.500000e-04	-6.500000e-02	-6.412198e-02	-6.500000e-02	-6.498769e-02	-6.497188e-02	-6.313059e-02	-6.499869e-02	-6.051671e-02	-6.308228e-02	-6.300759e-02	9.214744e-02	-6.217250e-02	-6.496611e-02	-6.288378e-02	-6.324431e-02	-6.499826e-02	
2.000000e-04	-6.499963e-02	-6.358049e-02	-6.499983e-02	-6.496318e-02	-6.490933e-02	-6.207115e-02	-6.499589e-02	-5.753258e-02	-6.202067e-02	-6.182588e-02	1.178505e-01	-6.060421e-02	-6.489955e-02	-6.136735e-02	-6.207088e-02	-6.499445e-02	
2.500000e-04	-6.499870e-02	-6.302361e-02	-6.499936e-02	-6.492686e-02	-6.481058e-02	-6.104393e-02	-6.499148e-02	-5.443545e-02	-6.091312e-02	-6.055851e-02	1.393693e-01	-5.913056e-02	-6.480237e-02	-5.963496e-02	-6.079356e-02	-6.498842e-02	
3.000000e-04	-6.499716e-02	-6.246469e-02	-6.499854e-02	-6.487936e-02	-6.467646e-02	-6.007132e-02	-6.498539e-02	-5.137542e-02	-5.975395e-02	-5.921507e-02	1.582875e-01	-5.776924e-02	-6.467753e-02	-5.773873e-02	-5.945751e-02	-6.498013e-02	
3.500000e-04	-6.499504e-02	-6.190964e-02	-6.499734e-02	-6.482151e-02	-6.450938e-02	-5.915894e-02	-6.497762e-02	-4.844119e-02	-5.854129e-02	-5.780220e-02	1.754588e-01	-5.651212e-02	-6.452857e-02	-5.572201e-02	-5.809579e-02	-6.496961e-02	
4.000000e-04	-6.499236e-02	-6.136082e-02	-6.499577e-02	-6.475416e-02	-6.431261e-02	-5.830523e-02	-6.496817e-02	-4.568117e-02	-5.727609e-02	-5.632536e-02	1.913622e-01	-5.534516e-02	-6.435922e-02	-5.362100e-02	-5.673221e-02	-6.495690e-02	
4.500000e-04	-6.498916e-02	-6.081897e-02	-6.499384e-02	-6.467814e-02	-6.408987e-02	-5.750574e-02	-6.495710e-02	-4.311771e-02	-5.596073e-02	-5.478945e-02	2.062815e-01	-5.425518e-02	-6.417311e-02	-5.146578e-02	-5.538343e-02	-6.494208e-02	
5.000000e-04	-6.498548e-02	-6.028403e-02	-6.499155e-02	-6.459424e-02	-6.384495e-02	-5.675512e-02	-6.494448e-02	-4.075659e-02	-5.459817e-02	-5.319903e-02	2.203957e-01	-5.323144e-02	-6.397360e-02	-4.928126e-02	-5.406078e-02	-6.492526e-02	
5.500000e-04	-6.498135e-02	-5.975562e-02	-6.498892e-02	-6.450317e-02	-6.358158e-02	-5.604799e-02	-6.493037e-02	-3.859344e-02	-5.319151e-02	-5.155834e-02	2.338266e-01	-5.226550e-02	-6.376372e-02	-4.708794e-02	-5.277152e-02	-6.490654e-02	
6.000000e-04	-6.497678e-02	-5.923323e-02	-6.498596e-02	-6.440556e-02	-6.330328e-02	-5.537931e-02	-6.491485e-02	-3.661798e-02	-5.174379e-02	-4.987134e-02	2.466625e-01	-5.135070e-02	-6.354610e-02	-4.490252e-02	-5.151997e-02	-6.488602e-02	
