0.0 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.058303677 -0.063460566 -0.06142602 -0.062374324 -0.06660703 -0.046362877
0.005 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.069030486 -0.061668288 -0.060052272 -0.06098344 -0.06606224 -0.07694203
0.01 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06940726 -0.060919486 -0.059796795 -0.060400575 -0.07315305 -0.075443804
0.015 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.07124344 -0.060804762 -0.059878446 -0.060412016 -0.06731936 -0.06595689
0.02 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.07272143 -0.060664304 -0.059814468 -0.060373202 -0.06361583 -0.064761996
0.025 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.07210336 -0.06077324 -0.059907384 -0.06042605 -0.062203974 -0.06208104
0.03 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.07055939 -0.061057348 -0.060116906 -0.060565263 -0.062299937 -0.059767187
0.035 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06895731 -0.061375022 -0.060329884 -0.060713056 -0.06294659 -0.05839324
0.04 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06761848 -0.06162931 -0.0604738 -0.06080999 -0.06370613 -0.057988226
0.045 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06659245 -0.06178864 -0.060532212 -0.060839593 -0.06434551 -0.058264375
0.05 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06581675 -0.061859887 -0.06051881 -0.06081035 -0.064780205 -0.05887109
0.055 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06521661 -0.061864913 -0.060456734 -0.060740195 -0.0650045 -0.05954951
0.06 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06473488 -0.061826766 -0.06036746 -0.060646836 -0.0650495 -0.06015134
0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.064333804 -0.061764166 -0.060266983 -0.060544 -0.06495848 -0.060613334
0.07 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06399032 -0.061690375 -0.060165703 -0.060440913 -0.0647746 -0.06092447
0.075 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06369088 -0.06161398 -0.060069703 -0.06034308 -0.06453505 -0.061101377
0.08 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06342725 -0.061540082 -0.059982006 -0.060253367 -0.06426844 -0.061171234
0.085 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.063194536 -0.061471432 -0.05990377 -0.060172927 -0.06399515 -0.061162353
0.09 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06298921 -0.061409242 -0.05983501 -0.060101867 -0.06372908 -0.061100245
0.095 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.06280848 -0.06135384 -0.059775174 -0.060039707 -0.063479155 -0.061005175
0.1 -0.065 -0.065 -0.065 -0.065 -0.065 -0.065 -0.054650582 -0.058358885 -0.05970435 -0.059672646 -0.066324264 -0.092449486
0.105 -0.06381634 -0.06094545 -0.05732006 -0.0628829 -0.03408222 -0.04496621 -0.062891506 -0.058792062 -0.060234964 -0.06066543 -0.063352734 -0.042888343
0.11 -0.05946322 -0.06280365 -0.05832499 -0.06326254 0.07288805 0.03246297 -0.055725522 -0.056154035 -0.0577097 -0.058111116 0.05367425 0.029017389
0.115 -0.04814327 -0.06239161 -0.05919807 -0.06261879 0.2379994 0.1606539 -0.044026516 -0.053868376 -0.05552632 -0.055673834 0.24382958 0.16570145
0.12 -0.02838308 -0.0620664 -0.06031478 -0.06133612 0.4501506 0.3275834 -0.026585124 -0.051668987 -0.053600933 -0.053215336 0.47578743 0.36407954
0.125 -0.0003039383 -0.06066413 -0.05913578 -0.05911615 0.6931512 0.5290065 -0.0060144886 -0.04981808 -0.05216189 -0.05104685 0.7209743 0.5869952
0.13 0.03528242 -0.05796754 -0.05872199 -0.05590953 0.95867 0.7530335 0.021730058 -0.047245454 -0.050136067 -0.047952548 0.97933877 0.8040143
0.135 0.07736961 -0.05418806 -0.05670848 -0.05173384 1.240403 0.9947774 0.058930993 -0.04364265 -0.047249123 -0.04356344 1.2521056 1.0185711
0.14 0.1236122 -0.04886063 -0.05340304 -0.0466193 1.534445 1.246238 0.10476121 -0.03945952 -0.04400186 -0.038384 1.5361171 1.2499392
0.145 0.173708 -0.04366388 -0.05047267 -0.04081191 1.837856 1.515296 0.15816736 -0.034897625 -0.04062514 -0.032676674 1.8300515 1.5098846
0.15 0.229204 -0.03762424 -0.04659555 -0.03411933 2.117654 1.785814 0.21791711 -0.03100757 -0.03839951 -0.027613454 2.1302292 1.8079345
0.155 0.2894965 -0.03062021 -0.04178195 -0.02653883 2.435736 2.069709 0.28787175 -0.024119705 -0.033684 -0.01978515 2.4379776 2.0909142
0.16 0.352905 -0.02278864 -0.03614925 -0.01815232 2.764754 2.36272 0.3581495 -0.017208077 -0.028777696 -0.011750653 2.7586668 2.3883648
0.165 0.4168954 -0.01429447 -0.0297997 -0.009103735 3.087026 2.659619 0.42939243 -0.009830527 -0.023177654 -0.003056623 3.0774446 2.678131
0.17 0.4834791 -0.005207682 -0.02283668 0.0006407539 3.392393 2.952928 0.49946937 -0.002098985 -0.016951554 0.0061235204 3.4017158 2.9626799
0.175 0.5534394 0.004561563 -0.01527144 0.01105506 3.739684 3.245432 0.56760556 0.005858429 -0.010377847 0.015495807 3.7347023 3.253411
0.18 0.6243268 0.01486307 -0.007107301 0.0219689 4.080335 3.551898 0.63412434 0.014067233 -0.0036543682 0.024901055 4.078696 3.5622053
0.185 0.6935974 0.02548302 0.00146658 0.03316432 4.413562 3.860784 0.70042545 0.02272033 0.003268756 0.03446421 4.432989 3.8924255
0.19 0.765319 0.03639031 0.01008616 0.0444591 4.720996 4.15675 0.76813906 0.03212557 0.010717645 0.044571236 4.78936 4.2345953
0.195 0.835677 0.04727021 0.01911042 0.05640356 5.010376 4.41455 0.8379713 0.04254499 0.019092135 0.055624723 5.132806 4.571446
0.2 0.901413 0.05834848 0.02796258 0.06823488 5.365495 4.705707 0.97724724 0.088882335 0.05271866 0.09527471 5.333448 4.594725
0.205 0.9445373 0.06953888 0.03755643 0.07929027 4.272074 3.988054 0.95552874 0.093992345 0.060560882 0.10133528 4.2097425 3.9373388
0.21 0.897562 0.07726201 0.04582555 0.08469052 3.11977 3.109975 0.8902639 0.094037674 0.065991774 0.10285961 3.1519477 3.1533546
0.215 0.7970724 0.07966015 0.05109752 0.08474241 2.278157 2.380059 0.78285843 0.085568674 0.06320238 0.0946838 2.3412783 2.4517815
0.22 0.6830389 0.07685358 0.0528565 0.08046406 1.677435 1.828153 0.66630024 0.07403073 0.056963883 0.08282591 1.7240676 1.863234
0.225 0.5740264 0.07016561 0.05144358 0.07335733 1.249241 1.398462 0.56058735 0.062066346 0.0495748 0.07044083 1.2609106 1.4047711
0.23 0.4763297 0.06104274 0.04752376 0.06449012 0.9411871 1.086725 0.47135028 0.050421573 0.041534744 0.058351286 0.9301213 1.071259
0.235 0.3913598 0.0506861 0.04179656 0.05465651 0.7167177 0.8485289 0.3970251 0.039306484 0.03301146 0.0466789 0.70188856 0.83275557
0.24 0.3186774 0.03992335 0.03488762 0.0444408 0.5507317 0.6641559 0.33462244 0.028815635 0.02423723 0.035482086 0.54358804 0.6595691
0.245 0.2571142 0.02931557 0.02731287 0.03426383 0.4260252 0.5211023 0.28154716 0.019022502 0.015502542 0.02486796 0.43011603 0.5305204
0.25 0.205279 0.01920901 0.01947488 0.02441615 0.3308438 0.409303 0.21978971 0.0060366914 0.004773706 0.01196694 0.36138865 0.45968986
0.255 0.161793 0.009797727 0.0116731 0.01508773 0.2571064 0.3212209 0.17225862 -0.00051015615 -0.0014162511 0.004252523 0.25921938 0.33166054
0.26 0.1253905 0.001173682 0.004119837 0.006392832 0.1991967 0.251271 0.13043374 -0.007869966 -0.008293197 -0.0039296523 0.19165292 0.2530233
0.265 0.09495325 -0.006637294 -0.003042919 -0.001610049 0.1531594 0.1953018 0.09774726 -0.014413312 -0.014495987 -0.011096537 0.14207047 0.19235626
0.27 0.06951608 -0.01365072 -0.009727837 -0.008902435 0.1161676 0.1502071 0.072261654 -0.020534363 -0.020352747 -0.017631214 0.10423505 0.14811087
0.275 0.04825697 -0.01990669 -0.01588882 -0.01549372 0.08616866 0.1136437 0.05145394 -0.026174117 -0.025765851 -0.023555534 0.07528722 0.11306599
0.28 0.03048236 -0.0254588 -0.02150996 -0.02141193 0.06164793 0.08382764 0.034063198 -0.031242885 -0.030637298 -0.028830994 0.052566975 0.08445981
0.285 0.01561061 -0.03036682 -0.02659667 -0.02669683 0.04147015 0.05938898 0.019354321 -0.0357016 -0.034926523 -0.033450224 0.034295082 0.060692698
0.29 0.003155954 -0.03469202 -0.0311689 -0.03139485 0.02477139 0.03926575 0.0068527386 -0.03956132 -0.038643476 -0.037442103 0.019320339 0.040795803
0.295 -0.007286135 -0.03849431 -0.03525587 -0.03555544 0.01088491 0.02262772 -0.0037790164 -0.04286681 -0.041830596 -0.040860325 0.006875485 0.024123043
0.3 -0.01605195 -0.04183048 -0.03889222 -0.03922852 -0.0007104973 0.008820497 0.0023678169 -0.04434962 -0.046046846 -0.04449044 0.021470338 0.0045589805
0.305 -0.02342073 -0.04475321 -0.04211516 -0.04246271 -0.01042699 -0.002675583 -0.012425788 -0.04694447 -0.048944317 -0.0478414 -0.011464387 0.020213008
0.31 -0.0296242 -0.04731073 -0.0449625 -0.04530427 -0.01859378 -0.01227608 -0.01503744 -0.046878465 -0.049240284 -0.048193652 -0.012917608 0.017367065
0.315 -0.03485464 -0.04954662 -0.04747124 -0.04779636 -0.02547619 -0.02031537 -0.021650918 -0.04776839 -0.05025494 -0.04941625 -0.020692557 0.0056605935
0.32 -0.03927165 -0.05149999 -0.0496767 -0.04997873 -0.03128967 -0.02706405 -0.02788455 -0.048772193 -0.05130357 -0.05065709 -0.026395231 -0.00530833
0.325 -0.04300774 -0.05320568 -0.05161192 -0.05188755 -0.03621034 -0.03274221 -0.03402143 -0.049869698 -0.05242128 -0.051958304 -0.03229484 -0.016656816
