0.0 -0.065 -0.065 -0.065 -0.065 -0.051165838 -0.0684889 -0.034299694 -0.055667605
0.0005 -0.05510713 -0.06464294 -0.05136593 -0.05998911 -0.04127151 -0.072643146 -0.037594974 -0.053785425
0.001 -0.04302605 -0.06348697 -0.0356633 -0.05487664 -0.035802074 -0.069771975 -0.03521741 -0.05198799
0.0015 -0.03503592 -0.06177467 -0.02250581 -0.05090392 -0.031967953 -0.06690197 -0.028038368 -0.049234863
0.002 -0.02980618 -0.05969973 -0.01114604 -0.04738336 -0.028788771 -0.064154714 -0.018440805 -0.04599549
0.0025 -0.02597366 -0.05737494 -0.0007025017 -0.04405546 -0.025907062 -0.061201062 -0.007832544 -0.04262328
0.003 -0.02280461 -0.05486423 0.009305862 -0.0408429 -0.02318088 -0.057969417 0.0031515397 -0.03926734
0.0035 -0.01996041 -0.05220833 0.0191286 -0.0377224 -0.02054752 -0.054508615 0.014241073 -0.035978593
0.004 -0.01727921 -0.04943358 0.02888818 -0.0346839 -0.017976262 -0.05088867 0.025318123 -0.032770988
0.0045 -0.01468466 -0.04655842 0.03863671 -0.03172192 -0.015450671 -0.047168065 0.036328286 -0.029646005
0.005 -0.01214764 -0.04359692 0.04832115 -0.02883387 -0.012961388 -0.043388862 0.047244817 -0.026601452
0.0055 -0.009670258 -0.04056508 0.05779768 -0.02602328 -0.010502897 -0.03957955 0.05805386 -0.023634363
0.006 -0.007235428 -0.03748491 0.06716694 -0.02328642 -0.008071765 -0.035759073 0.06874795 -0.02074175
0.0065 -0.004825087 -0.03436147 0.07662958 -0.02061419 -0.0056659356 -0.031940002 0.07932316 -0.017920949
0.007 -0.002432666 -0.03119534 0.08619641 -0.018002 -0.0032840595 -0.028130699 0.08977741 -0.015169401
0.0075 -5.817373e-05 -0.02798804 0.09582962 -0.01544747 -0.00092528015 -0.024336841 0.1001098 -0.012484852
0.008 0.002287346 -0.02474139 0.1054865 -0.01295391 0.0014109239 -0.020562377 0.11032005 -0.009865139
0.0085 0.00460113 -0.02146025 0.115132 -0.0105188 0.0037249252 -0.016810153 0.1204083 -0.007308252
0.009 0.006892749 -0.01815092 0.1247415 -0.008136059 0.00601694 -0.013082247 0.13037492 -0.0048122406
0.0095 0.009161084 -0.0148185 0.1342971 -0.005801969 0.008287072 -0.009380218 0.14022043 -0.0023752637
0.01 0.01139873 -0.01146802 0.143785 -0.003517178 0.010535426 -0.0057053156 0.14994545 4.4479966e-06
0.0105 0.01361438 -0.008105765 0.1531972 -0.001281253 0.012762047 -0.0020585693 0.15955056 0.0023285858
0.011 0.01581199 -0.0047369 0.1625283 0.0009084236 0.014966972 0.0015592761 0.16903652 0.0045988224
0.0115 0.01798794 -0.00136583 0.1717691 0.003053634 0.017150171 0.0051474236 0.17840394 0.0068167783
0.012 0.0201412 0.002003688 0.1809186 0.005155809 0.019311674 0.008705292 0.18765359 0.008983973
0.0125 0.02227263 0.005369744 0.1899784 0.007216393 0.021451466 0.012232404 0.19678614 0.011101957
0.013 0.0243815 0.008729072 0.1989472 0.009236451 0.023569532 0.015728284 0.20580228 0.013172124
0.0135 0.02646688 0.01205316 0.2078225 0.01121737 0.02566588 0.019192513 0.21470273 0.015195925
0.014 0.02852817 0.01533258 0.2166011 0.0131599 0.027740464 0.02262475 0.22348814 0.017174732
0.0145 0.03056493 0.01858268 0.2252814 0.01506475 0.029793285 0.026024666 0.23215933 0.019109849
0.015 0.03257698 0.02181501 0.2338628 0.01693299 0.031824365 0.029392023 0.24071695 0.021002565
0.0155 0.03456429 0.02503674 0.2423451 0.0187655 0.03383369 0.032726552 0.2491617 0.022854138
0.016 0.03652699 0.02825118 0.2507279 0.02056321 0.035821266 0.03602807 0.25749433 0.024665784
0.0165 0.03846532 0.03145879 0.259011 0.02232703 0.03778711 0.039296392 0.26571554 0.026438665
0.017 0.04037956 0.0346582 0.2671938 0.02405789 0.039731227 0.042531405 0.27382612 0.028173927
0.0175 0.04227003 0.03784697 0.2752759 0.02575667 0.041653655 0.045732927 0.28182673 0.029872652
0.018 0.04413704 0.04102218 0.2832569 0.02742423 0.043554388 0.04890092 0.28971815 0.031535897
0.0185 0.04598089 0.04418084 0.2911366 0.02906137 0.0454335 0.052035306 0.2975012 0.033164714
0.019 0.04780187 0.04732012 0.2989146 0.03066888 0.047291048 0.05513603 0.30517662 0.034760106
0.0195 0.04960022 0.05043743 0.3065909 0.03224752 0.049127005 0.058203023 0.3127452 0.03632303
0.02 0.05137621 0.05353055 0.3141653 0.033798 0.05094152 0.06123631 0.32020772 0.037854392
0.0205 0.05313007 0.05659759 0.3216378 0.03532102 0.05273459 0.064236 0.32756495 0.039355192
0.021 0.05486177 0.05963699 0.3290084 0.03681257 0.05450631 0.06720199 0.33481783 0.040826213
0.0215 0.05654664 0.06264758 0.3362646 0.03822813 0.056256734 0.07013436 0.341967 0.042268347
0.022 0.05818619 0.06562746 0.3434119 0.03961418 0.05798597 0.073033124 0.34901345 0.043682385
